Street , Type, Room, Occupants,Appliance,Floor,Occupancy,Summer,Winter
Menlo , Apartment, 3, 4, 7, 0, 100,152, 182.4
Vermont , Bungalow, 3, 4, 6, 0, 101,115, 138
Orchard , Bungalow, 1, 1, 4, 0, 105,100, 120
TwentyThird , Bungalow, 2, 5, 4, 1, 99,219, 131.4
Adams , Apartment, 2, 4, 4, 0, 92,137, 164.4
Adams , Apartment, 3, 4, 8, 1, 93,180, 108
Adams , Bungalow, 3, 4, 6, 0, 103,122, 146.4
Jefferson , Apartment, 2, 3, 5, 0, 87,124, 148.8
Vermont , Apartment, 3, 4, 6, 1, 104,300, 180
ThirtyWest , Apartment, 3, 5, 7, 0, 97,120, 144
TwentyThird , Bungalow, 1, 1, 3, 1, 88,258, 154.8
ThirtyWest , Apartment, 3, 3, 8, 0, 87,143, 171.6
Ellendale , Apartment, 2, 3, 6, 0, 86,175, 210
Adams , Apartment, 2, 4, 6, 0, 95,192, 230.4
Vermont , Bungalow, 1, 1, 3, 1, 103,277.5, 166.5
Menlo , Apartment, 1, 1, 2, 1, 96,192, 115.2
Orchard , Apartment, 3, 5, 7, 1, 96,276, 165.6
Menlo , Bungalow, 2, 5, 5, 0, 97,155, 186
Ellendale , Bungalow, 2, 5, 5, 1, 101,228, 136.8
ThirtyWest , Bungalow, 2, 4, 6, 0, 97,117, 140.4
TwentyThird , Apartment, 3, 6, 6, 1, 92,259.5, 155.7
Jefferson , Apartment, 3, 3, 6, 1, 94,241.5, 144.9
Figueroa , Bungalow, 3, 6, 8, 1, 95,240, 144
Adams , Bungalow, 3, 3, 8, 1, 89,225, 135
Vermont , Bungalow, 3, 5, 6, 1, 98,238.5, 143.1
Adams , Apartment, 1, 1, 3, 1, 87,150, 90
Orchard , Apartment, 2, 3, 6, 0, 103,161, 193.2
Vermont , Apartment, 3, 4, 8, 0, 89,110, 132
Hoover , Apartment, 1, 1, 2, 1, 100,213, 127.8
Adams , Apartment, 1, 2, 3, 1, 99,270, 162
Menlo , Apartment, 1, 1, 4, 0, 99,126, 151.2
Jefferson , Bungalow, 1, 2, 4, 1, 100,232.5, 139.5
Ellendale , Bungalow, 3, 3, 7, 1, 96,171, 102.6
Ellendale , Bungalow, 1, 1, 2, 0, 92,129, 154.8
Ellendale , Bungalow, 1, 1, 2, 0, 98,141, 169.2
Menlo , Bungalow, 3, 6, 6, 1, 91,151.5, 90.9
Orchard , Bungalow, 1, 1, 3, 0, 100,146, 175.2
Jefferson , Bungalow, 3, 5, 7, 1, 87,256.5, 153.9
Orchard , Bungalow, 3, 3, 8, 0, 103,178, 213.6
Figueroa , Apartment, 1, 1, 3, 0, 89,104, 124.8
TwentyThird , Apartment, 2, 6, 6, 0, 87,163, 195.6
Adams , Apartment, 3, 3, 6, 1, 90,184.5, 110.7
Adams , Apartment, 1, 1, 3, 1, 101,157.5, 94.5
Vermont , Apartment, 3, 5, 6, 1, 100,277.5, 166.5
Figueroa , Bungalow, 1, 2, 4, 1, 91,153, 91.8
Figueroa , Bungalow, 1, 1, 3, 0, 104,164, 196.8
TwentyThird , Bungalow, 1, 2, 4, 0, 88,189, 226.8
Menlo , Bungalow, 2, 6, 6, 1, 88,226.5, 135.9
Jefferson , Bungalow, 2, 3, 4, 1, 95,240, 144
TwentyThird , Bungalow, 2, 4, 6, 1, 100,186, 111.6
Menlo , Apartment, 2, 3, 4, 0, 102,113, 135.6
Hoover , Bungalow, 2, 6, 4, 0, 90,171, 205.2
Jefferson , Apartment, 1, 1, 3, 0, 103,114, 136.8
Hoover , Apartment, 2, 4, 4, 1, 85,229.5, 137.7
ThirtyWest , Apartment, 3, 4, 6, 1, 90,150, 90
Orchard , Apartment, 1, 2, 3, 0, 91,144, 172.8
Adams , Bungalow, 3, 5, 6, 0, 105,146, 175.2
Orchard , Apartment, 3, 4, 7, 0, 102,200, 240
TwentyThird , Apartment, 1, 2, 4, 1, 89,243, 145.8
Menlo , Apartment, 2, 6, 4, 1, 90,168, 100.8
Menlo , Apartment, 3, 5, 7, 1, 90,187.5, 112.5
Jefferson , Bungalow, 1, 2, 3, 0, 96,178, 213.6
ThirtyWest , Bungalow, 1, 1, 3, 1, 86,192, 115.2
Menlo , Apartment, 2, 3, 4, 0, 86,177, 212.4
ThirtyWest , Bungalow, 3, 3, 8, 1, 95,166.5, 99.9
Ellendale , Bungalow, 1, 1, 4, 0, 97,140, 168
Menlo , Bungalow, 3, 3, 7, 0, 104,120, 144
Vermont , Apartment, 2, 3, 6, 0, 98,156, 187.2
Vermont , Apartment, 2, 5, 5, 0, 105,199, 238.8
TwentyThird , Apartment, 2, 4, 4, 1, 92,202.5, 121.5
ThirtyWest , Apartment, 2, 5, 6, 1, 86,151.5, 90.9
Menlo , Apartment, 3, 4, 6, 1, 87,217.5, 130.5
ThirtyWest , Bungalow, 2, 4, 5, 1, 99,288, 172.8
Jefferson , Bungalow, 2, 4, 4, 1, 96,270, 162
Jefferson , Bungalow, 1, 1, 4, 1, 91,253.5, 152.1
ThirtyWest , Bungalow, 1, 1, 2, 1, 104,180, 108
Orchard , Bungalow, 1, 2, 4, 0, 105,121, 145.2
TwentyThird , Apartment, 2, 6, 5, 1, 92,162, 97.2
Vermont , Apartment, 3, 6, 8, 1, 96,183, 109.8
Adams , Apartment, 3, 4, 7, 0, 85,140, 168
ThirtyWest , Apartment, 3, 5, 8, 0, 104,185, 222
Adams , Bungalow, 1, 2, 2, 0, 92,141, 169.2
TwentyThird , Bungalow, 1, 2, 4, 1, 101,264, 158.4
Adams , Bungalow, 3, 4, 7, 0, 102,196, 235.2
Jefferson , Apartment, 2, 4, 4, 0, 91,136, 163.2
Vermont , Bungalow, 3, 6, 6, 0, 92,126, 151.2
Orchard , Bungalow, 1, 2, 2, 1, 92,226.5, 135.9
Jefferson , Bungalow, 3, 4, 8, 0, 95,158, 189.6
Vermont , Bungalow, 1, 1, 3, 1, 86,288, 172.8
ThirtyWest , Bungalow, 3, 5, 7, 1, 97,159, 95.4
Hoover , Bungalow, 1, 1, 2, 1, 97,300, 180
Figueroa , Apartment, 1, 2, 2, 0, 103,173, 207.6
Vermont , Apartment, 3, 4, 6, 1, 94,289.5, 173.7
TwentyThird , Apartment, 1, 2, 4, 0, 105,148, 177.6
Ellendale , Apartment, 2, 4, 5, 1, 102,180, 108
Hoover , Apartment, 3, 5, 8, 1, 97,219, 131.4
Vermont , Apartment, 1, 2, 2, 0, 104,183, 219.6
TwentyThird , Apartment, 3, 3, 8, 1, 104,166.5, 99.9
Orchard , Bungalow, 1, 1, 2, 1, 104,156, 93.6
Orchard , Bungalow, 3, 4, 8, 0, 89,192, 230.4
Jefferson , Bungalow, 1, 2, 4, 0, 91,132, 158.4
Vermont , Bungalow, 1, 1, 2, 0, 85,169, 202.8
ThirtyWest , Apartment, 3, 3, 6, 0, 100,169, 202.8
ThirtyWest , Bungalow, 3, 3, 8, 0, 90,160, 192
Figueroa , Bungalow, 3, 6, 8, 0, 89,193, 231.6
Orchard , Bungalow, 1, 1, 4, 1, 93,250.5, 150.3
Hoover , Bungalow, 3, 5, 7, 1, 101,177, 106.2
ThirtyWest , Apartment, 2, 4, 5, 1, 86,184.5, 110.7
Orchard , Apartment, 3, 4, 7, 1, 87,283.5, 170.1
Ellendale , Apartment, 2, 6, 6, 1, 100,225, 135
Vermont , Apartment, 2, 3, 4, 0, 105,102, 122.4
Jefferson , Apartment, 2, 5, 5, 0, 86,156, 187.2
ThirtyWest , Apartment, 2, 3, 4, 1, 105,205.5, 123.3
Jefferson , Bungalow, 3, 3, 6, 1, 88,159, 95.4
Hoover , Bungalow, 2, 3, 4, 1, 88,298.5, 179.1
Ellendale , Bungalow, 1, 1, 3, 0, 101,164, 196.8
ThirtyWest , Apartment, 3, 3, 7, 0, 104,117, 140.4
TwentyThird , Apartment, 3, 3, 6, 1, 102,280.5, 168.3
Hoover , Bungalow, 1, 1, 3, 0, 102,182, 218.4
TwentyThird , Bungalow, 1, 2, 3, 0, 96,106, 127.2
Ellendale , Bungalow, 2, 5, 5, 1, 102,229.5, 137.7
TwentyThird , Apartment, 3, 4, 7, 0, 89,150, 180
Figueroa , Apartment, 3, 3, 7, 0, 87,133, 159.6
ThirtyWest , Bungalow, 1, 1, 4, 1, 103,253.5, 152.1
ThirtyWest , Bungalow, 2, 5, 6, 1, 87,232.5, 139.5
Hoover , Apartment, 1, 1, 3, 0, 87,178, 213.6
Ellendale , Bungalow, 1, 1, 3, 0, 91,129, 154.8
TwentyThird , Apartment, 2, 3, 4, 0, 87,135, 162
Adams , Apartment, 2, 4, 4, 0, 101,170, 204
Figueroa , Apartment, 1, 2, 2, 1, 97,160.5, 96.3
Adams , Apartment, 1, 1, 4, 0, 95,167, 200.4
Ellendale , Apartment, 2, 6, 6, 0, 99,200, 240
Figueroa , Bungalow, 2, 3, 6, 1, 92,294, 176.4
Menlo , Bungalow, 3, 5, 6, 0, 90,145, 174
TwentyThird , Bungalow, 1, 2, 3, 1, 104,258, 154.8
Ellendale , Apartment, 3, 3, 8, 0, 103,186, 223.2
ThirtyWest , Apartment, 2, 4, 4, 0, 88,198, 237.6
Adams , Apartment, 3, 5, 8, 0, 101,194, 232.8
Hoover , Bungalow, 1, 1, 2, 0, 94,146, 175.2
Vermont , Bungalow, 3, 4, 7, 1, 100,153, 91.8
Orchard , Bungalow, 3, 6, 8, 1, 93,292.5, 175.5
Orchard , Apartment, 3, 3, 7, 1, 98,238.5, 143.1
TwentyThird , Apartment, 3, 6, 7, 1, 92,294, 176.4
Figueroa , Bungalow, 2, 4, 4, 0, 91,108, 129.6
Orchard , Apartment, 3, 5, 7, 0, 101,145, 174
Figueroa , Bungalow, 3, 3, 6, 0, 87,175, 210
TwentyThird , Bungalow, 1, 1, 3, 0, 98,194, 232.8
Ellendale , Apartment, 2, 4, 6, 0, 87,110, 132
Vermont , Apartment, 1, 1, 2, 0, 101,100, 120
Vermont , Bungalow, 1, 2, 2, 1, 99,150, 90
Orchard , Bungalow, 1, 1, 2, 1, 101,201, 120.6
Ellendale , Bungalow, 1, 1, 2, 1, 93,261, 156.6
Orchard , Bungalow, 2, 4, 4, 0, 94,165, 198
TwentyThird , Bungalow, 3, 4, 7, 0, 85,141, 169.2
ThirtyWest , Bungalow, 2, 6, 6, 0, 95,108, 129.6
Ellendale , Bungalow, 1, 2, 4, 0, 105,167, 200.4
Vermont , Bungalow, 2, 4, 4, 0, 85,111, 133.2
Orchard , Bungalow, 2, 3, 6, 0, 91,142, 170.4
Ellendale , Bungalow, 1, 1, 4, 0, 89,181, 217.2
Hoover , Bungalow, 3, 4, 8, 1, 104,169.5, 101.7
Adams , Bungalow, 2, 6, 5, 1, 100,175.5, 105.3
Jefferson , Bungalow, 2, 6, 5, 0, 98,200, 240
Orchard , Bungalow, 3, 3, 8, 1, 99,282, 169.2
ThirtyWest , Bungalow, 3, 4, 7, 1, 100,273, 163.8
TwentyThird , Bungalow, 2, 4, 5, 1, 104,223.5, 134.1
Figueroa , Bungalow, 3, 5, 8, 1, 99,232.5, 139.5
Adams , Apartment, 2, 3, 4, 0, 88,125, 150
Vermont , Apartment, 1, 2, 4, 1, 104,274.5, 164.7
Orchard , Apartment, 1, 2, 2, 0, 102,165, 198
Figueroa , Apartment, 3, 3, 8, 1, 99,294, 176.4
ThirtyWest , Apartment, 1, 2, 2, 0, 101,175, 210
Vermont , Apartment, 2, 3, 5, 0, 86,105, 126
Menlo , Apartment, 1, 2, 4, 1, 85,256.5, 153.9
ThirtyWest , Bungalow, 3, 4, 6, 1, 92,216, 129.6
Orchard , Apartment, 1, 2, 2, 1, 93,162, 97.2
Jefferson , Apartment, 2, 5, 5, 1, 97,229.5, 137.7
Vermont , Bungalow, 1, 1, 2, 0, 98,190, 228
Figueroa , Apartment, 2, 5, 4, 1, 98,237, 142.2
Menlo , Apartment, 1, 2, 3, 1, 98,201, 120.6
Jefferson , Apartment, 1, 1, 4, 0, 95,129, 154.8
Jefferson , Bungalow, 1, 2, 2, 1, 99,289.5, 173.7
ThirtyWest , Apartment, 3, 4, 6, 0, 87,106, 127.2
Figueroa , Apartment, 2, 5, 5, 0, 94,118, 141.6
Menlo , Apartment, 1, 2, 4, 1, 91,178.5, 107.1
Adams , Bungalow, 3, 4, 6, 1, 98,201, 120.6
Orchard , Apartment, 2, 3, 5, 0, 105,169, 202.8
Vermont , Apartment, 3, 3, 7, 0, 88,152, 182.4
Adams , Apartment, 2, 4, 4, 1, 101,174, 104.4
Ellendale , Bungalow, 2, 6, 6, 0, 105,149, 178.8
ThirtyWest , Bungalow, 1, 1, 2, 0, 104,109, 130.8
Orchard , Bungalow, 3, 6, 8, 0, 95,194, 232.8
Vermont , Apartment, 2, 3, 6, 1, 102,222, 133.2
Menlo , Bungalow, 2, 3, 5, 0, 87,167, 200.4
TwentyThird , Apartment, 3, 6, 7, 1, 104,243, 145.8
Jefferson , Apartment, 3, 4, 8, 0, 91,154, 184.8
Hoover , Apartment, 1, 1, 3, 1, 88,225, 135
TwentyThird , Bungalow, 1, 2, 4, 0, 85,171, 205.2
Menlo , Bungalow, 2, 4, 4, 1, 92,156, 93.6
Figueroa , Apartment, 1, 2, 4, 0, 95,160, 192
Figueroa , Apartment, 2, 4, 4, 1, 88,201, 120.6
Orchard , Apartment, 1, 2, 4, 0, 93,181, 217.2
TwentyThird , Apartment, 2, 3, 6, 0, 88,139, 166.8
Ellendale , Apartment, 2, 4, 4, 1, 94,237, 142.2
Hoover , Apartment, 2, 4, 6, 0, 93,109, 130.8
Figueroa , Apartment, 3, 5, 6, 0, 99,188, 225.6
Vermont , Apartment, 3, 3, 7, 1, 100,235.5, 141.3
Menlo , Bungalow, 2, 5, 4, 1, 99,295.5, 177.3
Menlo , Bungalow, 1, 1, 3, 1, 103,291, 174.6
Ellendale , Bungalow, 2, 4, 5, 1, 87,154.5, 92.7
Figueroa , Bungalow, 2, 6, 6, 1, 90,175.5, 105.3
ThirtyWest , Apartment, 2, 6, 5, 1, 101,222, 133.2
ThirtyWest , Bungalow, 2, 4, 4, 0, 88,176, 211.2
Menlo , Bungalow, 2, 4, 4, 1, 91,246, 147.6
Hoover , Bungalow, 2, 4, 4, 0, 90,104, 124.8
Orchard , Bungalow, 2, 3, 6, 0, 86,116, 139.2
Hoover , Apartment, 2, 5, 4, 1, 98,264, 158.4
ThirtyWest , Bungalow, 1, 1, 4, 1, 92,219, 131.4
Ellendale , Bungalow, 3, 4, 6, 0, 95,100, 120
Jefferson , Bungalow, 2, 5, 4, 0, 89,171, 205.2
Ellendale , Apartment, 2, 3, 4, 1, 100,229.5, 137.7
Vermont , Apartment, 1, 2, 2, 1, 101,219, 131.4
ThirtyWest , Bungalow, 2, 3, 4, 0, 98,139, 166.8
Jefferson , Apartment, 1, 1, 4, 0, 95,180, 216
Figueroa , Apartment, 2, 5, 6, 0, 87,106, 127.2
Ellendale , Apartment, 3, 4, 6, 0, 100,163, 195.6
Ellendale , Apartment, 1, 1, 2, 0, 86,172, 206.4
Vermont , Apartment, 1, 2, 2, 0, 89,160, 192
TwentyThird , Apartment, 1, 2, 2, 1, 105,189, 113.4
Orchard , Apartment, 2, 4, 4, 0, 86,148, 177.6
Hoover , Bungalow, 3, 6, 8, 0, 100,116, 139.2
Vermont , Bungalow, 2, 6, 4, 0, 98,130, 156
ThirtyWest , Bungalow, 3, 5, 7, 1, 104,217.5, 130.5
Figueroa , Bungalow, 3, 6, 8, 1, 86,229.5, 137.7
ThirtyWest , Apartment, 2, 6, 5, 1, 93,177, 106.2
Figueroa , Apartment, 2, 5, 4, 1, 91,276, 165.6
Hoover , Apartment, 3, 5, 7, 0, 95,131, 157.2
Ellendale , Apartment, 3, 3, 7, 0, 96,153, 183.6
Ellendale , Apartment, 1, 2, 3, 0, 94,190, 228
Orchard , Bungalow, 3, 6, 6, 1, 95,234, 140.4
Ellendale , Apartment, 3, 4, 6, 1, 85,273, 163.8
Figueroa , Bungalow, 1, 2, 4, 1, 100,252, 151.2
Menlo , Bungalow, 2, 3, 5, 0, 104,172, 206.4
Ellendale , Bungalow, 1, 1, 2, 0, 91,121, 145.2
Ellendale , Bungalow, 3, 4, 6, 1, 85,244.5, 146.7
ThirtyWest , Bungalow, 3, 4, 7, 0, 103,146, 175.2
Hoover , Bungalow, 1, 1, 3, 0, 89,164, 196.8
Hoover , Bungalow, 2, 4, 4, 1, 85,264, 158.4
Jefferson , Apartment, 2, 6, 4, 0, 86,147, 176.4
Jefferson , Apartment, 3, 4, 7, 1, 87,241.5, 144.9
ThirtyWest , Apartment, 2, 3, 4, 1, 98,273, 163.8
Vermont , Apartment, 3, 4, 7, 1, 96,235.5, 141.3
Menlo , Apartment, 1, 2, 4, 0, 88,197, 236.4
Adams , Bungalow, 2, 6, 5, 0, 90,165, 198
Adams , Bungalow, 3, 4, 7, 1, 91,273, 163.8
Figueroa , Bungalow, 1, 1, 2, 0, 103,147, 176.4
TwentyThird , Bungalow, 2, 3, 5, 1, 96,223.5, 134.1
TwentyThird , Apartment, 2, 6, 4, 1, 89,228, 136.8
ThirtyWest , Apartment, 3, 3, 8, 1, 94,166.5, 99.9
ThirtyWest , Apartment, 3, 5, 7, 1, 89,162, 97.2
Adams , Bungalow, 3, 4, 8, 1, 89,214.5, 128.7
Orchard , Apartment, 2, 3, 6, 0, 98,183, 219.6
Menlo , Apartment, 2, 4, 6, 0, 98,131, 157.2
Menlo , Apartment, 2, 5, 4, 1, 103,160.5, 96.3
Hoover , Apartment, 3, 4, 6, 0, 94,144, 172.8
TwentyThird , Apartment, 2, 3, 4, 1, 100,177, 106.2
TwentyThird , Bungalow, 1, 1, 3, 0, 95,157, 188.4
Hoover , Bungalow, 3, 4, 7, 1, 93,258, 154.8
Orchard , Bungalow, 3, 6, 8, 1, 94,181.5, 108.9
Orchard , Bungalow, 1, 1, 4, 0, 90,113, 135.6
Adams , Apartment, 3, 5, 8, 0, 99,177, 212.4
Adams , Bungalow, 3, 4, 7, 1, 86,196.5, 117.9
Ellendale , Bungalow, 1, 2, 2, 1, 104,177, 106.2
Jefferson , Bungalow, 3, 4, 7, 0, 90,116, 139.2
Vermont , Bungalow, 2, 3, 4, 0, 101,192, 230.4
TwentyThird , Apartment, 3, 5, 7, 0, 103,196, 235.2
Figueroa , Apartment, 1, 1, 2, 0, 96,168, 201.6
Vermont , Bungalow, 1, 1, 4, 0, 96,137, 164.4
Jefferson , Apartment, 2, 4, 6, 1, 102,180, 108
Figueroa , Apartment, 3, 3, 6, 1, 98,175.5, 105.3
TwentyThird , Apartment, 1, 2, 2, 0, 96,109, 130.8
Hoover , Bungalow, 3, 3, 8, 0, 98,116, 139.2
Hoover , Apartment, 3, 4, 7, 0, 103,139, 166.8
Menlo , Apartment, 1, 1, 2, 0, 97,183, 219.6
Figueroa , Apartment, 2, 4, 4, 1, 88,229.5, 137.7
Adams , Bungalow, 3, 6, 6, 0, 90,160, 192
Vermont , Apartment, 1, 1, 3, 0, 101,181, 217.2
Menlo , Apartment, 2, 4, 6, 0, 97,200, 240
Ellendale , Apartment, 3, 3, 7, 0, 92,139, 166.8
Jefferson , Apartment, 1, 1, 4, 0, 99,179, 214.8
Ellendale , Bungalow, 1, 2, 3, 1, 91,250.5, 150.3
Vermont , Apartment, 1, 2, 4, 1, 85,160.5, 96.3
Adams , Apartment, 1, 1, 3, 1, 105,213, 127.8
TwentyThird , Apartment, 2, 6, 6, 0, 97,193, 231.6
Hoover , Apartment, 1, 1, 3, 1, 92,154.5, 92.7
Orchard , Bungalow, 1, 2, 3, 0, 105,184, 220.8
Jefferson , Bungalow, 1, 1, 4, 1, 97,273, 163.8
Adams , Bungalow, 1, 1, 3, 0, 92,140, 168
Ellendale , Bungalow, 1, 2, 2, 0, 99,107, 128.4
Menlo , Bungalow, 1, 2, 4, 0, 104,172, 206.4
ThirtyWest , Bungalow, 2, 3, 5, 1, 100,249, 149.4
Figueroa , Bungalow, 2, 6, 5, 1, 87,228, 136.8
Jefferson , Bungalow, 2, 4, 6, 1, 93,292.5, 175.5
TwentyThird , Bungalow, 1, 2, 2, 1, 93,162, 97.2
Vermont , Apartment, 2, 3, 5, 1, 94,225, 135
ThirtyWest , Bungalow, 2, 6, 5, 1, 97,198, 118.8
Figueroa , Bungalow, 1, 1, 2, 1, 92,153, 91.8
ThirtyWest , Bungalow, 3, 5, 6, 1, 96,258, 154.8
Vermont , Bungalow, 3, 4, 8, 1, 101,186, 111.6
Hoover , Bungalow, 3, 6, 7, 1, 90,294, 176.4
Menlo , Apartment, 1, 2, 4, 1, 86,264, 158.4
Orchard , Apartment, 3, 5, 6, 1, 95,193.5, 116.1
Figueroa , Apartment, 1, 2, 2, 1, 88,169.5, 101.7
Ellendale , Apartment, 3, 4, 6, 0, 88,124, 148.8
Jefferson , Apartment, 1, 2, 2, 0, 93,177, 212.4
Adams , Apartment, 3, 4, 7, 1, 99,151.5, 90.9
Hoover , Apartment, 1, 1, 4, 0, 102,114, 136.8
Jefferson , Bungalow, 2, 4, 4, 1, 97,258, 154.8
Menlo , Apartment, 1, 2, 2, 1, 91,255, 153
Hoover , Apartment, 2, 4, 6, 1, 103,198, 118.8
Adams , Apartment, 2, 4, 4, 1, 89,201, 120.6
ThirtyWest , Apartment, 3, 4, 6, 1, 86,286.5, 171.9
Vermont , Apartment, 3, 3, 7, 1, 99,190.5, 114.3
Hoover , Apartment, 3, 4, 7, 1, 92,261, 156.6
Jefferson , Apartment, 1, 1, 3, 1, 96,268.5, 161.1
TwentyThird , Apartment, 3, 5, 7, 0, 86,104, 124.8
Orchard , Bungalow, 1, 2, 4, 1, 99,160.5, 96.3
Figueroa , Apartment, 2, 5, 6, 0, 93,170, 204
Ellendale , Bungalow, 3, 3, 6, 0, 105,131, 157.2
Hoover , Apartment, 3, 3, 8, 1, 98,156, 93.6
Adams , Bungalow, 1, 2, 4, 0, 87,151, 181.2
Ellendale , Bungalow, 1, 1, 2, 1, 94,252, 151.2
Menlo , Apartment, 2, 6, 6, 1, 87,279, 167.4
TwentyThird , Apartment, 1, 2, 4, 1, 101,291, 174.6
Ellendale , Apartment, 3, 5, 7, 0, 89,160, 192
Jefferson , Bungalow, 1, 1, 2, 1, 91,178.5, 107.1
Hoover , Apartment, 2, 6, 5, 1, 94,258, 154.8
TwentyThird , Apartment, 1, 2, 2, 0, 100,150, 180
ThirtyWest , Bungalow, 1, 1, 4, 0, 93,185, 222
Adams , Bungalow, 2, 3, 5, 0, 102,107, 128.4
ThirtyWest , Bungalow, 2, 4, 5, 1, 94,193.5, 116.1
TwentyThird , Bungalow, 2, 3, 6, 0, 96,146, 175.2
Menlo , Bungalow, 2, 3, 4, 1, 99,298.5, 179.1
ThirtyWest , Apartment, 3, 6, 8, 0, 87,171, 205.2
Figueroa , Bungalow, 3, 5, 7, 0, 92,182, 218.4
Orchard , Bungalow, 1, 1, 4, 0, 90,172, 206.4
Ellendale , Bungalow, 1, 1, 3, 1, 102,268.5, 161.1
Figueroa , Bungalow, 1, 1, 4, 1, 99,228, 136.8
Jefferson , Apartment, 2, 3, 5, 1, 104,232.5, 139.5
Orchard , Apartment, 3, 6, 8, 1, 87,196.5, 117.9
Ellendale , Bungalow, 3, 3, 8, 1, 88,262.5, 157.5
ThirtyWest , Bungalow, 2, 6, 5, 0, 94,138, 165.6
Orchard , Bungalow, 1, 2, 3, 1, 93,286.5, 171.9
Orchard , Bungalow, 2, 6, 4, 0, 99,136, 163.2
ThirtyWest , Apartment, 3, 3, 7, 0, 93,188, 225.6
Vermont , Apartment, 3, 6, 7, 0, 101,129, 154.8
Vermont , Apartment, 2, 6, 6, 1, 91,171, 102.6
Adams , Apartment, 1, 2, 3, 1, 95,244.5, 146.7
Menlo , Apartment, 2, 3, 4, 1, 99,195, 117
Vermont , Apartment, 2, 6, 4, 1, 86,295.5, 177.3
Orchard , Apartment, 3, 5, 6, 0, 105,191, 229.2
ThirtyWest , Apartment, 2, 5, 6, 1, 89,187.5, 112.5
Menlo , Bungalow, 2, 5, 4, 0, 89,200, 240
TwentyThird , Bungalow, 1, 1, 2, 0, 95,176, 211.2
TwentyThird , Bungalow, 3, 6, 6, 0, 102,137, 164.4
Orchard , Bungalow, 2, 4, 4, 0, 97,199, 238.8
Adams , Bungalow, 3, 6, 6, 1, 92,196.5, 117.9
ThirtyWest , Bungalow, 2, 5, 6, 1, 94,210, 126
Menlo , Bungalow, 1, 2, 2, 1, 99,187.5, 112.5
Hoover , Bungalow, 1, 1, 4, 0, 102,157, 188.4
Jefferson , Bungalow, 3, 6, 8, 1, 85,258, 154.8
Ellendale , Apartment, 1, 1, 3, 0, 101,114, 136.8
Orchard , Apartment, 1, 2, 3, 0, 102,137, 164.4
ThirtyWest , Apartment, 1, 1, 4, 1, 103,261, 156.6
Jefferson , Apartment, 3, 4, 7, 1, 93,183, 109.8
TwentyThird , Bungalow, 3, 6, 6, 1, 89,255, 153
TwentyThird , Bungalow, 2, 6, 6, 1, 97,165, 99
Ellendale , Apartment, 1, 2, 2, 0, 104,124, 148.8
Orchard , Bungalow, 1, 1, 3, 1, 90,159, 95.4
Menlo , Bungalow, 2, 6, 4, 0, 90,153, 183.6
Adams , Bungalow, 3, 5, 8, 0, 90,138, 165.6
Figueroa , Bungalow, 3, 3, 6, 0, 100,156, 187.2
Adams , Bungalow, 1, 2, 3, 0, 101,111, 133.2
Jefferson , Bungalow, 2, 3, 6, 0, 89,104, 124.8
Menlo , Bungalow, 3, 4, 6, 1, 96,246, 147.6
Ellendale , Apartment, 3, 6, 8, 1, 100,243, 145.8
Menlo , Bungalow, 1, 1, 3, 0, 105,146, 175.2
Orchard , Apartment, 1, 2, 4, 0, 105,105, 126
Adams , Apartment, 2, 5, 4, 1, 99,183, 109.8
TwentyThird , Apartment, 2, 6, 6, 0, 94,122, 146.4
Hoover , Apartment, 2, 4, 4, 0, 104,179, 214.8
Jefferson , Bungalow, 1, 1, 2, 1, 97,174, 104.4
ThirtyWest , Bungalow, 1, 1, 2, 1, 98,267, 160.2
Adams , Bungalow, 1, 2, 3, 1, 99,213, 127.8
TwentyThird , Bungalow, 2, 3, 4, 1, 88,288, 172.8
Hoover , Bungalow, 1, 1, 2, 1, 86,214.5, 128.7
Hoover , Bungalow, 1, 2, 2, 0, 92,111, 133.2
Orchard , Bungalow, 2, 3, 4, 0, 88,167, 200.4
Figueroa , Bungalow, 1, 1, 2, 1, 101,163.5, 98.1
Adams , Bungalow, 2, 5, 5, 0, 90,194, 232.8
Jefferson , Apartment, 1, 1, 4, 0, 105,103, 123.6
Figueroa , Apartment, 2, 3, 4, 1, 89,285, 171
Figueroa , Bungalow, 2, 4, 4, 1, 97,225, 135
Menlo , Bungalow, 1, 2, 2, 0, 100,167, 200.4
TwentyThird , Bungalow, 3, 3, 8, 1, 101,247.5, 148.5
Hoover , Bungalow, 1, 2, 3, 1, 93,195, 117
Ellendale , Bungalow, 3, 3, 7, 1, 102,223.5, 134.1
Jefferson , Bungalow, 3, 3, 8, 0, 93,124, 148.8
TwentyThird , Apartment, 1, 2, 2, 1, 101,249, 149.4
Orchard , Bungalow, 2, 4, 5, 1, 94,181.5, 108.9
Menlo , Bungalow, 1, 2, 4, 0, 96,103, 123.6
Adams , Bungalow, 1, 1, 2, 1, 99,156, 93.6
Hoover , Bungalow, 3, 4, 7, 0, 93,109, 130.8
Vermont , Bungalow, 3, 3, 7, 1, 91,226.5, 135.9
Hoover , Apartment, 2, 3, 6, 0, 102,190, 228
Adams , Apartment, 1, 1, 4, 1, 93,163.5, 98.1
Hoover , Apartment, 2, 5, 4, 1, 103,156, 93.6
Menlo , Bungalow, 3, 4, 7, 1, 104,180, 108
Hoover , Bungalow, 2, 4, 4, 1, 102,156, 93.6
